BPWC_1_0_1, 1, 187.4572837
BPWC_1_0_10, 0, 601.739823
BPWC_1_0_11, 1, 0.0078457
BPWC_1_0_12, 1, 342.8793692
BPWC_1_0_13, 1, 448.0855965
BPWC_1_0_14, 1, 0.0082687
BPWC_1_0_15, 1, 0.0082069
BPWC_1_0_16, 1, 231.4738657
BPWC_1_0_17, 1, 0.0071117
BPWC_1_0_18, 1, 77.8633127
BPWC_1_0_19, 1, 93.7081114
BPWC_1_0_2, 1, 0.0080673
BPWC_1_0_20, 1, 502.9869419
BPWC_1_0_3, 1, 286.0003158
BPWC_1_0_4, 1, 339.0137665
BPWC_1_0_5, 1, 0.0082774
BPWC_1_0_6, 1, 128.1366842
BPWC_1_0_7, 1, 507.1120164
BPWC_1_0_8, 1, 271.0042741
BPWC_1_0_9, 1, 334.0737088
BPWC_1_1_1, 1, 380.3248933
BPWC_1_1_10, 0, 604.8961339
BPWC_1_1_11, 1, 220.8783308
BPWC_1_1_12, 1, 173.7704255
BPWC_1_1_13, 1, 564.2055832
BPWC_1_1_14, 1, 0.0057254
BPWC_1_1_15, 1, 0.0055215
BPWC_1_1_16, 0, 602.0542759
BPWC_1_1_17, 1, 0.006137
BPWC_1_1_18, 1, 84.3747823
BPWC_1_1_19, 1, 560.6923914
BPWC_1_1_2, 1, 0.0059213
BPWC_1_1_20, 1, 385.7061936
BPWC_1_1_3, 1, 465.4427922
BPWC_1_1_4, 1, 363.893864
BPWC_1_1_5, 1, 0.0055844
BPWC_1_1_6, 1, 185.0912084
BPWC_1_1_7, 0, 600.6306314
BPWC_1_1_8, 1, 312.4175666
BPWC_1_1_9, 1, 438.598725
BPWC_1_2_1, 1, 504.2468065
BPWC_1_2_10, 0, 616.0469715
BPWC_1_2_11, 1, 187.7224803
BPWC_1_2_12, 1, 419.7187842
BPWC_1_2_13, 1, 475.0132031
BPWC_1_2_14, 1, 562.5040675
BPWC_1_2_15, 1, 412.2705731
BPWC_1_2_16, 0, 601.5918391
BPWC_1_2_17, 1, 0.0111679
BPWC_1_2_18, 1, 124.2368333
BPWC_1_2_19, 1, 455.18447
BPWC_1_2_2, 1, 510.1791152
BPWC_1_2_20, 0, 600.7372932
BPWC_1_2_4, 0, 612.0329475
BPWC_1_2_5, 0, 7107.7491061
BPWC_1_2_6, 0, 949.0449658
BPWC_1_2_7, 0, 605.9879547
BPWC_1_2_8, 1, 257.5517435
BPWC_1_2_9, 0, 1155.5505324
BPWC_1_3_1, 0, 2136.3856214
BPWC_1_3_10, 0, 821.8952724
BPWC_1_3_11, 1, 0.0932144
BPWC_1_3_12, 1, 436.1095357
BPWC_1_3_13, 1, 557.4206523
BPWC_1_3_14, 0, 600.0257476
BPWC_1_3_15, 1, 488.6880256
BPWC_1_3_16, 0, 608.0744363
BPWC_1_3_17, 1, 288.9304731
BPWC_1_3_18, 1, 151.0475647
BPWC_1_3_19, 0, 614.5682887
BPWC_1_3_2, 1, 2.1641647
BPWC_1_3_20, 1, 532.025088
BPWC_1_3_3, 0, 601.3746857
BPWC_1_3_4, 1, 553.775799
BPWC_1_3_5, 0, 600.2717722
BPWC_1_3_6, 0, 602.0424298
BPWC_1_3_7, 0, 601.6925738
BPWC_1_3_8, 1, 564.7156015
BPWC_1_3_9, 1, 275.5712857
BPWC_1_4_1, 1, 31.976492
BPWC_1_4_10, 1, 28.3023586
BPWC_1_4_11, 1, 0.3300244
BPWC_1_4_12, 1, 9.2235484
BPWC_1_4_13, 1, 322.2659894
BPWC_1_4_14, 0, 607.188178
BPWC_1_4_15, 1, 244.6168904
BPWC_1_4_16, 1, 51.4665933
BPWC_1_4_17, 1, 0.7851646
