BPWC_1_4_18, 1, 275.9617423
BPWC_1_4_19, 1, 0.8332901
BPWC_1_4_2, 1, 8.0155188
BPWC_1_4_20, 1, 392.0390575
BPWC_1_4_3, 1, 3.8316109
BPWC_1_4_4, 0, 603.8420047
BPWC_1_4_5, 1, 451.8236368
BPWC_1_4_6, 1, 586.7297822
BPWC_1_4_7, 1, 15.8196472
BPWC_1_4_8, 1, 21.6157046
BPWC_1_4_9, 1, 305.1234084
BPWC_1_5_1, 1, 1.4459457
BPWC_1_5_10, 1, 29.3631162
BPWC_1_5_11, 1, 1.0593739
BPWC_1_5_12, 1, 1.9379286
BPWC_1_5_13, 1, 1.2906662
BPWC_1_5_14, 1, 17.5530807
BPWC_1_5_15, 1, 3.6667532
BPWC_1_5_16, 1, 3.5261672
BPWC_1_5_17, 1, 0.9012778
BPWC_1_5_18, 1, 30.1107288
BPWC_1_5_19, 1, 0.8249619
BPWC_1_5_2, 1, 4.3226795
BPWC_1_5_20, 1, 0.6178693
BPWC_1_5_3, 1, 1.6198479
BPWC_1_5_4, 1, 10.7491557
BPWC_1_5_5, 1, 10.1254364
BPWC_1_5_6, 1, 1.1734531
BPWC_1_5_7, 1, 8.8520209
BPWC_1_5_9, 1, 0.0953238
BPWC_1_6_1, 1, 3.5175207
BPWC_1_6_10, 1, 0.7154551
BPWC_1_6_11, 1, 0.2495858
BPWC_1_6_12, 1, 2.4377291
BPWC_1_6_13, 1, 0.7209098
BPWC_1_6_14, 1, 0.0991792
BPWC_1_6_15, 1, 1.452998
BPWC_1_6_16, 1, 13.2091649
BPWC_1_6_17, 1, 0.2612491
BPWC_1_6_18, 1, 1.9739782
BPWC_1_6_19, 1, 0.7710469
BPWC_1_6_2, 1, 0.4018021
BPWC_1_6_20, 1, 0.1152164
BPWC_1_6_3, 1, 12.8574499
BPWC_1_6_4, 1, 2.2923989
BPWC_1_6_5, 1, 0.3061292
BPWC_1_6_6, 1, 0.7474647
BPWC_1_6_7, 1, 0.4467792
BPWC_1_6_8, 1, 0.1456752
BPWC_1_6_9, 1, 0.8054517
BPWC_1_7_1, 1, 1.574601
BPWC_1_7_10, 1, 4.7794477
BPWC_1_7_11, 1, 0.196906
BPWC_1_7_12, 1, 0.2143502
BPWC_1_7_13, 1, 0.2950076
BPWC_1_7_14, 1, 0.3167837
BPWC_1_7_15, 1, 2.8204932
BPWC_1_7_16, 1, 0.199132
BPWC_1_7_17, 1, 0.154755
BPWC_1_7_18, 1, 1.5173482
BPWC_1_7_19, 1, 3.696825
BPWC_1_7_2, 1, 0.5204857
BPWC_1_7_20, 1, 0.1632022
BPWC_1_7_3, 1, 4.4300937
BPWC_1_7_4, 1, 0.2808958
BPWC_1_7_5, 1, 0.3291292
BPWC_1_7_6, 1, 4.8456331
BPWC_1_7_7, 1, 0.3366518
BPWC_1_7_8, 1, 0.0863123
BPWC_1_7_9, 1, 2.1657764
BPWC_1_8_1, 1, 0.3105727
BPWC_1_8_10, 1, 0.180988
BPWC_1_8_11, 1, 0.1406216
BPWC_1_8_12, 1, 0.7413056
BPWC_1_8_13, 1, 0.1507436
BPWC_1_8_14, 1, 0.2635911
BPWC_1_8_15, 1, 0.175504
BPWC_1_8_16, 1, 0.181536
BPWC_1_8_17, 1, 0.4213142
BPWC_1_8_18, 1, 0.1089824
BPWC_1_8_19, 1, 0.0859174
BPWC_1_8_2, 1, 0.2187563
BPWC_1_8_20, 1, 0.1816389
BPWC_1_8_3, 1, 0.3178248
BPWC_1_8_4, 1, 0.1961266
BPWC_1_8_5, 1, 0.1442768
BPWC_1_8_6, 1, 0.1049514
BPWC_1_8_7, 1, 0.0954173
BPWC_1_8_8, 1, 0.3645879
BPWC_1_8_9, 1, 0.8050137
BPWC_1_9_1, 1, 0.1733432
BPWC_1_9_10, 1, 0.0990916
BPWC_1_9_11, 1, 0.1422118
BPWC_1_9_12, 1, 0.1535766
BPWC_1_9_13, 1, 0.122159
BPWC_1_9_14, 1, 0.0912198
BPWC_1_9_15, 1, 0.3159244
BPWC_1_9_16, 1, 0.1135186
BPWC_1_9_17, 1, 0.1009024
BPWC_1_9_18, 1, 0.389826
BPWC_1_9_19, 1, 0.1127452
BPWC_1_9_2, 1, 0.3146928
BPWC_1_9_20, 1, 0.1562786
BPWC_1_9_3, 1, 0.1019625
BPWC_1_9_4, 1, 0.1965253
BPWC_1_9_5, 1, 0.0882766
BPWC_1_9_6, 1, 0.1031795
BPWC_1_9_7, 1, 0.441366
BPWC_1_9_8, 1, 0.560147
BPWC_1_9_9, 1, 0.1417803
BPWC_2_0_1, 0, 1135.1851823
BPWC_2_0_10, 0, 629.1796166
BPWC_2_0_11, 0, 621.0437218
BPWC_2_0_12, 0, 842.243331
BPWC_2_0_13, 0, 840.2037641
BPWC_2_0_14, 0, 616.8238155
BPWC_2_0_15, 0, 911.1725142
BPWC_2_0_16, 0, 739.2440811
BPWC_2_0_17, 0, 1540.6018815
BPWC_2_0_18, 0, 939.5603527
BPWC_2_0_19, 0, 1237.844335
BPWC_2_0_2, 0, 690.2444724
BPWC_2_0_20, 0, 903.0923227
BPWC_2_0_3, 0, 602.6732506
BPWC_2_0_4, 0, 695.4659121
BPWC_2_0_5, 0, 1016.4618399
BPWC_2_0_6, 0, 1109.8019835
BPWC_2_0_7, 0, 888.867574
BPWC_2_0_8, 0, 1019.062963
BPWC_2_1_1, 0, 1076.5097468
BPWC_2_1_10, 0, 2227.5195844
BPWC_2_1_11, 0, 982.8159442
BPWC_2_1_12, 0, 1907.3370487
BPWC_2_1_13, 0, 931.5380139
BPWC_2_1_14, 0, 834.7529598
BPWC_2_1_15, 0, 2253.753358
BPWC_2_1_16, 0, 783.0230419
BPWC_2_1_17, 0, 1824.9048857
BPWC_2_1_18, 0, 1189.0771684
BPWC_2_1_19, 0, 1301.9651436
BPWC_2_1_2, 0, 949.4895374
BPWC_2_1_20, 0, 810.7516499
BPWC_2_1_3, 0, 820.2121944
BPWC_2_1_4, 0, 844.8782568
BPWC_2_1_5, 0, 1226.8147332
BPWC_2_1_6, 0, 1463.0904385
BPWC_2_1_7, 0, 956.2189624
BPWC_2_1_8, 0, 1155.0895842
BPWC_2_1_9, 0, 650.9185107
BPWC_2_2_1, 0, 1224.6105137
BPWC_2_2_10, 0, 2158.2890502
BPWC_2_2_11, 0, 819.0703302
BPWC_2_2_12, 0, 1445.6450533
BPWC_2_2_13, 0, 892.4705852
BPWC_2_2_14, 0, 1201.8512492
BPWC_2_2_15, 0, 677.2461268
BPWC_2_2_16, 0, 674.9784723
BPWC_2_2_17, 0, 2102.7835172
BPWC_2_2_18, 0, 656.6169522
BPWC_2_2_19, 0, 2047.0515365
BPWC_2_2_2, 0, 1325.3885073
BPWC_2_2_20, 0, 602.7661117
BPWC_2_2_3, 0, 1396.8744138
BPWC_2_2_4, 0, 854.6962481
BPWC_2_2_5, 0, 1313.0627005
BPWC_2_2_6, 0, 1319.1577996
BPWC_2_2_7, 0, 830.4820805
BPWC_2_2_8, 0, 866.8291205
BPWC_2_2_9, 0, 631.5975242
BPWC_2_3_1, 0, 1384.4638234
